Inspection ID	DBA Name	AKA Name	License #	Facility Type	Risk	Address	City	State	Zip	Inspection Date	Inspection Type	Results	Violations	Latitude	Longitude	Location
2612791	Subway Restaurant	Subway	2197148.0	Restaurant	Risk 1 (High)	5215 W CHICAGO AVE	CHICAGO	IL	60651.0	2025-02-26	Non-Inspection	No Entry		41.89481469929343	-87.75630215901684	(41.89481469929343, -87.75630215901684)
2612463	AZUCAR BAR & GRILL	AZUCAR TAPAS RESTAURANT	1647685.0	Restaurant	Risk 1 (High)	2647 N KEDZIE AVE	CHICAGO	IL	60647.0	2025-02-20	Canvass	Pass	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HANDWASHING SIGN AT BAR AREAS.MUST PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND WALL AT LOWER LEVEL FOOD STORAGE AREAS NOT SMOOTH AND EASY TO CLEAN.MUST REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND CLUTTER AT LOWER LEVEL STORAGE AREAS.(SCRAP WOOD,ETC.) MUST CLEAN AND SANITIZE.	41.92982551563418	-87.70722383710694	(41.92982551563418, -87.70722383710694)
2612302	LONNIE'S PIZZERIA INC	LONNIE'S PIZZERIA	80795.0	Restaurant	Risk 1 (High)	8343 W IRVING PARK RD	CHICAGO	IL	60634.0	2025-02-18	Non-Inspection	No Entry		41.95194858372332	-87.83594475494411	(41.95194858372332, -87.83594475494411)
2612577	JERUSALEM DISCOUNT PLUS	JERUSALEM DISCOUNT PLUS	2827106.0	Grocery Store	Risk 3 (Low)	5206 W DIVERSEY AVE	CHICAGO	IL	60639.0	2025-02-24	Canvass	Out of Business		41.931504597409	-87.75677325434731	(41.931504597409, -87.75677325434731)
2613006	EL HABANERO INC.	EL HABANERO	2283297.0	Restaurant	Risk 1 (High)	3300 W FULLERTON AVE	CHICAGO	IL	60647.0	2025-02-28	Canvass	Out of Business		41.92478563490711	-87.71082530032471	(41.92478563490711, -87.71082530032471)
2612257	SHRINERS HOSPITALS FOR CHILDREN	SHRINERS HOSPITALS FOR CHILDREN	15783.0	Hospital	Risk 1 (High)	2211 N OAK PARK AVE	CHICAGO	IL	60707.0	2025-02-18	Canvass	Pass		41.920336171536384	-87.7949943024895	(41.920336171536384, -87.7949943024895)
2612120	QUALITY TIME	QUALITY TIME	2671685.0	Restaurant	Risk 1 (High)	2934 W DIVERSEY AVE	CHICAGO	IL	60647.0	2025-02-11	Canvass	Fail	60. PREVIOUS CORE VIOLATION CORRECTED - Comments: FOUND PREVIOUS CORE VIOLATION NOT CORRECTED FROM REPORT DATED 1-25-23 INSPECTION # 2570190. VIOLATION 51. BACKFLOW PREVENTION DEVICES NOT LOCATED ON ICE MACHINES WATER LINES. MUST PROVIDE AND MAKE VISIBLE BACKFLOW PREVENTION DEVICES FOR BOTH ICE MACHINES. PRIORITY FOUNDATION. CITATION ISSUED.7-42-090.MUST PROVIDE.	41.93217890936055	-87.70151831687924	(41.932178909360545, -87.70151831687924)
2612720	ANTOJITOS GUATEMALTECOS	ANTOJITOS GUATEMALTECOS	2961453.0	Restaurant	Risk 1 (High)	5536 N ELSTON AVE	CHICAGO	IL	60630.0	2025-02-25	Canvass	Fail	"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO ONE ON SITE WITH A CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE WHILE TIME/TEMPERAURE CONTROLLED FOOD IS PREPARED AND SERVED INCLUDING COOKED CHICKEN AND COOKED BEEF. PRIORITY FOUNDATION 7-38-012 | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED NO LABELS OR DATE MARKING ON  READY TO EAT/TIME TEMPERATURE CONTROLLED FOODS HELD OVER 24 HOURS INCLUDING COOKED BEANS. PRIORITY FOUNDATION VIOLATION 7-38-005 | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO REMINDER STATEMENT OR DISCLOSURE ON MENUS INDICATING RAW OR UNDERCOOKED FOOD INCLUDING ""EGGS COOKED TO ORDER"". MUST HAVE REMINDER STATEMENT AND DISCLOSE WHICH ITEMS ARE SERVED RAW OR UNDERCOOKED. PRIORITY FOUNDATION  VIOLATION 7-38-005 NO CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER IN REAR 2 DOOR SLIDING COOLER IN REAR. INSTALL AND MAINTAIN. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHS ON COUNTERS UNCLEAN. STORE ALL WIPING CLOTHS IN SANITIZER SOLUTION WHEN NOT IN USE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO SERVICE SINK ON SITE. MUST INSTALL SERVICE SINK WITH HOT AND COLD RUNNING WATER. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF CLOSING DEVICE ON DOOR OF EMPLOYEE BATHROOM IN FOOD PREP AREA. INSTALL AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NON WORKING COLD HOLD UNIT STORED OUTSIDE IN REAR OF FACILITY. REMOVE AND MAINTAIN REFUSE AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR AROUND GREASE TRAP IN DISREPAIR AND NOT SMOOTH OR EASILY CLEANABLE. RESTORE FLOOR AROUND GREASE TRAP TO A SMOOTH AND EASILY CLEANABLE CONDITION AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED FOOD HANDLERS WITH NO FOOD HANDLER CERTIFICATE. PROVIDE AND MAINTAIN."	41.98185048365946	-87.76272679204725	(41.98185048365946, -87.76272679204725)
2612608	RYUU ASIAN BBQ	RYUU ASIAN BBQ	2458479.0	Restaurant	Risk 1 (High)	2766 N MILWAUKEE AVE	CHICAGO	IL	60647.0	2025-02-24	Canvass	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND FOLLOWING NOT CLEAN: INTERIOR OF REACH IN COOLERS, SINKS, AND TABLES.MUST CLEAN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND FLOORS NOT CLEAN AT MAIN KITCHEN AND AT BAR AREAS.MUST CLEAN.	41.93137063973293	-87.71141818329198	(41.93137063973293, -87.71141818329198)
2612420	BIBIBOP LLC	BIBIBOP	2956489.0	Restaurant	Risk 1 (High)	3304 N WESTERN AVE	CHICAGO	IL	60618.0	2025-02-20	Canvass	Pass	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED REAR WAREWASHING HANDSINK WITHOUT HANDWASHING SIGNAGE. INSTRUCTED TO PROVIDE AND MAINTAIN ON SITE.  | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED SCOOPS FOR BOWL TOPPINGS BEING STORED DIRECTLY INSIDE OF THE CONTAINER. INSTRUCTED TO PROPERLY STORE ALL UTENSILS BETWEEN USE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO CERTIFIED FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING. MUST PROVIDE DOCUMENTATION.	41.94147620344427	-87.68837416235483	(41.94147620344427, -87.68837416235483)
2612545	DAISIES	DAISIES	2891322.0	Restaurant	Risk 1 (High)	2375-2377 N MILWAUKEE AVE	CHICAGO	IL	60647.0	2025-02-21	Complaint	Pass	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HANDWASHING SIGN AT BAR AREAS.MUST PROVIDE.	41.924482563171615	-87.6996928656208	(41.924482563171615, -87.6996928656208)
2612243	TACO BURRITO KING	TACO BURRITO KING	1595737.0	Restaurant	Risk 1 (High)	5413 W BELMONT AVE	CHICAGO	IL	60641.0	2025-02-14	Canvass	Pass	35. APPROVED THAWING METHODS USED - Comments: OBSERVED REDUCED OXYGEN PACKAGED FISH (TILAPIA) FROM MANUFACTURER, SPECIFICALLY LABELED INDICATING THAT IT IS TO BE KEPT FROZEN UNTIL TIME OF USE, STORED THAWED UNDER REFRIGERATION IN THE GRILL LINE DRAWER COOLER. INSTRUCTED TO MAINTAIN REDUCED OXYGEN PACKAGED FISH FROZEN UNTIL TIME OF USE OR REMOVED FROM REDUCED OXYGEN PACKAGING PRIOR TO THAWING WHEN LABELS SPECIFICALLY INDICATE TO MAINTAIN FROZEN UNTIL TIME OF USE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED THE FOLLOWING PLUMBING FIXTURES IN POOR REPAIR, BUT FUNCTIONAL: SMALL LEAK AT THE WALK-IN COOLER AREA HANDWASHING SINK FAUCET, MEN'S RESTROOM TOILET FLUSH HANDLE DIFFICULT TO OPERATE AND LOOSE. INSTRUCTED TO REPAIR OR REPLACE HANDWASHING SINK FAUCET AND TOILET FLUSH HANDLE AND MAINTAIN ALL PLUMBING FIXTURES IN GOOD REPAIR.	41.93852208021554	-87.76212780217574	(41.93852208021554, -87.76212780217574)
2612971	ALPS ORIGINAL PANCAKE HOUSE	ALPS PANCAKE HOUSE	2961543.0	Restaurant	Risk 1 (High)	3637 W IRVING PARK RD	CHICAGO	IL	60618.0	2025-02-28	Canvass	Pass	38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 10 DEAD ROACHES LOCATED IN THE FOLLOWING LOCATIONS NEAR ICE MACHINE, NEAR DEEP FRYING EQUIPMENT, UNDER DISHWASHER NEAR DRAIN, UNDER THREE-COMPARTMENT SINK, AND BY REAR EXIT BEHIND FREEZER. INSTRUCTED TO REMOVE, DETAIL CLEAN AND SANITIZE AREAS.  | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED PLATES AND BOWLS IN FRONT SERVING AREA NOT INVERTED. INSTRUCTED TO INVERT PLATES AFTER SANITIZING AND AIR DRYING.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARDS IN THE REAR PREP AREA WITH OPEN SEAMS AND DARK STAINS. INSTRUCTED TO REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS AND MAINTAIN AT ALL TIMES.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE FOR PROPER DISPOSAL OF SANITARY NAPKINS IN WOMEN'S WASHROOM. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO PROOF OF VALID FOOD HANDLER TRAINING FOR FOOD EMPLOYEES. INSTRUCTED TO PROVIDE AND MAINTAIN RECORDS ON SITE AT ALL TIMES. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER WITH VALID PROOF OF ALLERGEN TRAINING CERTIFICATE. INSTRUCTED ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS OBTAIN AND MAINTAIN.	41.95362464225412	-87.71931084947838	(41.95362464225412, -87.71931084947838)
2612032	PASTINA	PASTINA	2900652.0	Restaurant	Risk 1 (High)	7006 W DIVERSEY AVE	CHICAGO	IL	60707.0	2025-02-10	Non-Inspection	No Entry		41.930925280034046	-87.80130968986973	(41.930925280034046, -87.80130968986973)
2612875	CARNICERIA RUIZ INC	CARNICERIA RUIZ INC	31999.0	Grocery Store	Risk 1 (High)	3001 N KEDZIE AVE	CHICAGO	IL	60618.0	2025-02-27	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP IN A POSITION THAT DOES NOT ALLOW TO DRY PROPERLY AND PREVENT PEST HARBORAGE. MUST STORE MOP AFTER USE IN A MOUNTED POSITION THAT ALLOWS FOR AIR-DRYING WITHOUT SOILING AND PEST HARBORAGING.	41.935791573062026	-87.70738433276505	(41.935791573062026, -87.70738433276505)
2612521	ROOST CHICKEN & BISCUITS	ROOST CHICKEN & BISCUITS	2862503.0	Restaurant	Risk 1 (High)	2011 W ROSCOE ST	CHICAGO	IL	60618.0	2025-02-21	Canvass	Pass	39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED NO SPLASH GUARD BETWEEN EXPOSED HAND SINK AND PREP TABLE IN REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO INSTALL A WASHABLE SPLASHGUARD AND MAINTAIN.	41.94310222783471	-87.67892832012319	(41.94310222783471, -87.67892832012319)
2612198	YOU'RE A COOKIE!	YOU'RE A COOKIE!	2808949.0	Bakery	Risk 2 (Medium)	3053 N CALIFORNIA AVE	CHICAGO	IL	60618.0	2025-02-13	Canvass	Out of Business		41.93734968535169	-87.6976199193121	(41.93734968535169, -87.6976199193121)
2612664	DON BUCIO'S TAQUERIA	DON BUCIO'S TAQUERIA	2890566.0	Restaurant	Risk 1 (High)	2763 N MILWAUKEE AVE	CHICAGO	IL	60647.0	2025-02-24	Canvass	Fail	5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: FOUND NO VOMIT AND DIARRHEAL CLEAN UP PROCEDURE WITH SPILL KIT.PRIORITY FOUNDATION.CITATION ISSUED.7-38-005.MUST PROVIDE. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HAND SINK EASILY ACCESSIBLE TO FRONT PREPARATION AREAS.PRIORITY FOUNDATION.NO CITATION ISSUED.7-38-030C.MUST PROVIDE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: FOUND NO PEST CONTROL LOG BOOK AT PREMISES.PRIORITY FOUNDATION.CITATION ISSUED.7-38-020C.MUST PROVIDE.	41.931464938564446	-87.71110668068606	(41.931464938564446, -87.71110668068606)
2612637	JEWEL FOOD STORE #1296	JEWEL FOOD STORE	1392.0	Grocery Store	Risk 1 (High)	7342 W FOSTER AVE	CHICAGO	IL	60656.0	2025-02-24	Complaint	Pass	52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: NOTED DIRTY AND GREASY GREASE TRAPS ON FLOOR AT THE DISH WASHING AREA. INSTRUCTED TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOORS ALONG WALL BASE ESPECIALLY AT THE DELI MEAT COUNTER UNDERNEATH THE COOKING STOVE, UNDERNEATH THE 3 COMPARTMENT SINK WITH STANDING WATER, FLOOR DRAINS AT SAME AND FLOORS AT THE REAR DRY STORAGE AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN DUSTY AND DIRTY VENTS AT DISHWASHING AREA AT THE BAKERY AND WHERE EVER NEEDED. ALSO NOTED A HOLE ON CEILING ABOVE THE DISH WASHING MACHINE AT THE BAKERY. INSTRUCTED TO SEAL AND MAINTAIN. ALSO NOTED MOLDLIKE SUBSTANCE ON WALL BEHIND THE 3 COMPARTMENT SINK AT THE DELI DISH WASHING AREA. INSTRUCTED TO CLEAN AND MAINTAIN.	41.97454294770947	-87.81134688421793	(41.97454294770947, -87.81134688421793)
2612825	S & S THAI RESTAURANT INC.	S & S THAI PAN-ASIAN RESTAURANT	2835415.0	Restaurant	Risk 1 (High)	3558 N PULASKI RD	CHICAGO	IL	60641.0	2025-02-26	Canvass	Out of Business		41.946332650823166	-87.72754687888806	(41.946332650823166, -87.72754687888806)
2612987	BRIOCHE DOREE T-1	BRIOCHE DOREE  (T1-C20)	34243.0	Restaurant	Risk 2 (Medium)	11601 W TOUHY AVE	CHICAGO	IL	60666.0	2025-02-28	Canvass	Pass	36. THERMOMETERS PROVIDED & ACCURATE - Comments: NOTED NO THERMOMETERS INSIDE REFRIGERATION UNIT CONSPICUOUSLY POSTED TO MONITOR THE AMBIENT TEMPERATURE OF EQUIPMENT. INSTRUCTED TO EQUIP ALL REFRIGERATION UNITS WITH ACCURATE AND WORKING THERMOMETER. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: NOTED EMPLOYEE DRINKS STORED AT THE SAME REFRIGERATION UNIT WITH CUSTOMER FOODS. INSTRUCTED TO PROVIDE A DESIGNATED AREA WHERE EMPLOYEES CAN STORE THEIR FOOD.	42.00875076599798	-87.90687413400109	(42.00875076599798, -87.90687413400109)
2612753	TAQUERIA EL ASADERO #1	TAQUERIA EL ASADERO #1	40624.0	Restaurant	Risk 1 (High)	2213 W MONTROSE AVE	CHICAGO	IL	60618.0	2025-02-25	Canvass	Pass	47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN GASKETS ON DOORS OF TWO TWO REFRIGERATOR IN THE REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO REPAIR AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MULTIPLE CUTTING BOARDS WITH DEEP SCRATCHES AND STAINS ON PREP SURFACES IN THE REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO RESURFACE/REPLACE CUTTING BOARDS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ACCUMULATED FOOD DEBRIS AND DIRT BUILDUP ON FLOOR, ALONG WALLS, AND IN ALL CORNERS THROUGHOUT THE REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO DETAIL CLEAN FLOORS, ALONG WALLS, AND IN ALL CORNERS THROUGHOUT THE REAR PREP AREA AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES ON SITE AT THE TIME OF INSPECTION. INSTRUCTED THE PERSON IN CHARGE TO COMPLY WITH IDPH FOOD HANDLER REQUIREMENTS. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED MULTIPLE CERTIFIED FOOD SERVICE MANAGERS WITH EXPIRED FOOD HANDLER CERTIFICATES AT THE TIME OF INSPECTION. INSTRUCTED THE PERSON IN CHARGE TO RENEW EXPIRED ALLERGEN AWARENESS TRAINING CERTIFICATES AND MAINTAIN.	41.96126564609312	-87.68439094517171	(41.96126564609312, -87.68439094517171)
2612904	BIXI BREWERY	BIXI BREWERY	2492242.0	Restaurant	Risk 1 (High)	2515-2517 N MILWAUKEE AVE	CHICAGO	IL	60647.0	2025-02-27	Complaint	Pass	44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: FOUND FOOD CONTAINERS NOT STORED PROPERLY.MUST STORE INVERTED.	41.92714756830267	-87.70403471284385	(41.92714756830267, -87.70403471284385)
2611848	THE PARAMOS' GRILL	THE PARAMOS' GRILL	2895664.0	Restaurant	Risk 2 (Medium)	3902 W CHICAGO AVE	CHICAGO	IL	60651.0	2025-02-06	Canvass	Pass	45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED IMPROPER STORAGE OF SMALL PLATES IN THE FOOD PREPARARTION AREA. INSTRUCTED TO STORE PROPERLY.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED IMPROPER STORAGE OF MOPS IN THE STORAGE/UTILITY ROOM AREA. INSTRUCTED TO STORE PROPERLY. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER IN THE STORAGE/UTILITY ROOM AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING CERTIFICATE POSTED FOR CERTIFIED FOOD MANAGER ON DUTY AT THE TIME OF INSPECTION. INSTRUCTED TO PROVIDE.	41.89549914760397	-87.72379146498834	(41.89549914760397, -87.72379146498834)
2611875	THE SALCHIPAPA HOUSE	THE SALCHIPAPA HOUSE	2967304.0	Restaurant	Risk 1 (High)	3725 W CHICAGO AVE	CHICAGO	IL	60651.0	2025-02-06	Canvass	Pass	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OSERVED NO HANDWASHING SIGNAGE AT THE HANDWASHING SINK IN THE DISHWASHING AREA. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED NO LABELS ON CONDIMENT CONTAINERS/BOTTLES IN THE FOOD PREPARATION AREA. INSTRUCTED TO PROVIDE. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLER WITH NO HAIR NET/RESTRAINT IN FOOD PREPARATION AREA. INSTRUCTED TO PROVIDE. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED IMPROPER STORAGE OF WIPING CLOTHS ON THE COUNTER IN THE FOOD PREPARATION AREA. INSTRUCTED TO STORE PROPERLY. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED IMPROPER STORAGE OF PLATES AND BOWLS IN THE FOOD PREPARATION AREA. INSTRUCTED TO STORE PROPERLY. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED LIGHTBULB OUT AT THE HOOD VENT OVER THE STOVE/GRILL/FRYER AREA. INSTRUCTED TO REPLACE AND MAINTAIN.  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED FOOD HANDLERS WITH NO FOOD HANDLER TRAINING CERTIFICATE(S) POSTED. INSTRUCTED TO PROVIDE.	41.895317295733214	-87.71991033903008	(41.895317295733214, -87.71991033903008)
2611880	FOREST VIEW BAKERY	FOREST VIEW BAKERY	28233.0	Bakery	Risk 1 (High)	6454 N MILWAUKEE AVE	CHICAGO	IL	60631.0	2025-02-06	Canvass Re-Inspection	Pass		41.99853733595623	-87.78913614272967	(41.99853733595623, -87.78913614272967)
2611883	EL NUEVO LANGOSTINO INC	EL NUEVO LANGOSTINO	2818314.0	Restaurant	Risk 1 (High)	3111 W MONTROSE AVE	CHICAGO	IL	60618.0	2025-02-06	Complaint	Pass	39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED MULTIPLE BOXED FOOD ITEMS BEING STORED ON FLOOR IN BASEMENT DRY STORAGE AREA. INSTRUCTED THE PERSON IN CHARGE TO ELEVATE ALL FOOD ITEMS SIX INCHES FROM FLOOR ON RAISED SHELVING UNITS AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN/DAMAGED RUBBER GASKETS ON DOORS OF 3 DOOR REFRIGERATOR IN THE REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO REPAIR OR REPLACE GASKETS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BASEMENT DRY STORAGE AREA WITH CLUTTER AND ITEMS ON FLOOR. INSTRUCTED  THE PERSON IN CHARGE TO ORGANIZE STORAGE BASEMENT DRY STORAGE AREA AND KEEP ITEMS ELEVATED OFF OF FLOORS AND MAINTAIN.	41.961088548988414	-87.70625258271302	(41.961088548988414, -87.70625258271302)
2611907	BIA'S CAFETERIA MARIANAO II	BIA'S CAFE	2637390.0	Restaurant	Risk 1 (High)	6401 W ADDISON ST	CHICAGO	IL	60634.0	2025-02-07	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO MAINTAIN PREMISES BY ORGANIZING CLUTTER IN KITCHEN PREP/DISHWASHING AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MINOR FOOD SPILLS INSIDE PREP COOLER AND GASKETS IN MAIN PREP AREA. MUST CLEAN AND MAINTAIN.	41.945552922959166	-87.78636821200944	(41.945552922959166, -87.78636821200944)
2611909	JOHN AUDUBON ELEMENTARY SCHOOL	JOHN AUDUBON ELEMENTARY SCHOOL	22091.0	School	Risk 1 (High)	3500 N Hoyne	CHICAGO	IL	60618.0	2025-02-07	Canvass	Pass		41.945098077372535	-87.68107885384137	(41.945098077372535, -87.68107885384137)
2611926	EL MIRADOR RESTAURANT	EL MIRADOR RESTAURANT	2427620.0	Restaurant	Risk 1 (High)	5340 W DIVERSEY AVE	CHICAGO	IL	60639.0	2025-02-07	Canvass	Pass w/ Conditions	22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOODS HELD AT IMPROPER INTERNAL TEMPERATURES IN PREP COLD HOLDING UNIT, SUCH AS 20LBS OF COOKED BEANS MIXED WITH CHEESE AT 45.7F-55.2F. MANAGER DISCARDED AND DENATURED A TOTAL 26LBS AT $150. ALL COLD TCS FOOD MUST MAINTAIN 41F OR BELOW . PRIORITY VIOLATION. CITATION ISSUED 7-38-005. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: FOUND READY TO EAT TCS FOODS IN REFRIGERATOR NOT DATE MARKED. INSTRUCTED THE PERSON IN CHARGE THAT ALL READY TO EAT TCS FOODS HELD FOR 24 HOURS MUST BE PROPERLY DATE MARKED WITH THE DATE THE FOOD WILL BE SOLD, DISCARDED OR CONSUMED. PRIORITY FOUNDATION  7-38-005.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNUSED, UNNECSSARY EQUIPMENT AND ARTICLES TO PREVENT PEST HARBORAGE.	41.931457214225205	-87.7605265711278	(41.931457214225205, -87.7605265711278)
2612034	Bridge Elementary School	Bridge Elementary School	22321.0	School	Risk 1 (High)	3800 N New England	CHICAGO	IL	60634.0	2025-02-10	Canvass	Pass		41.94915062559908	-87.7987072171883	(41.94915062559908, -87.7987072171883)
2612205	Newton Bateman Elementary School	Newton Bateman Elementary School	22171.0	School	Risk 1 (High)	4220 N Richmond	CHICAGO	IL	60618.0	2025-02-14	Canvass	Pass		41.95823044947753	-87.7021880622128	(41.95823044947753, -87.7021880622128)
